,customer_id,shopping_freq,max_amount,customer_category
1933,CS3045,18,99,High
1934,CS3046,22,105,Medium
1935,CS3047,25,103,Medium
1936,CS3048,11,104,High
1937,CS3049,21,97,High
1938,CS3050,20,105,Medium
1939,CS3051,19,102,High
1940,CS3052,26,105,Medium
1941,CS3053,15,105,High
1942,CS3054,14,105,High
1943,CS3055,21,104,Medium
1944,CS3056,17,101,High
1945,CS3057,13,99,High
1946,CS3058,25,104,Medium
1947,CS3059,18,104,High
1948,CS3060,24,105,Medium
1949,CS3061,23,101,Medium
1950,CS3062,21,103,Medium
1951,CS3063,14,104,High
1952,CS3064,22,105,Medium
1953,CS3065,16,101,High
1954,CS3066,19,99,High
1955,CS3067,22,102,Medium
1956,CS3068,18,103,High
1957,CS3069,22,99,Medium
1958,CS3070,21,101,Medium
1959,CS3071,23,103,Medium
1960,CS3072,18,99,High
1961,CS3073,27,103,Medium
1962,CS3074,22,105,Medium
1963,CS3075,19,105,High
1964,CS3076,21,104,Medium
1965,CS3077,29,103,Medium
1966,CS3078,17,104,High
1967,CS3079,24,105,Medium
1968,CS3080,24,105,Medium
1969,CS3081,21,104,Medium
1970,CS3082,21,103,Medium
1971,CS3083,17,94,High
1972,CS3084,12,104,High
1973,CS3085,23,105,Medium
1974,CS3086,23,105,Medium
1975,CS3087,16,101,High
1976,CS3088,16,105,High
1977,CS3089,14,102,High
1978,CS3090,18,99,High
1979,CS3091,14,95,High
1980,CS3092,21,104,Medium
1981,CS3093,21,100,Medium
1982,CS3094,15,105,High
1983,CS3095,24,101,Medium
1984,CS3096,18,105,High
1985,CS3097,19,105,High
1986,CS3098,21,91,High
1987,CS3099,17,96,High
1988,CS3100,18,102,High
1989,CS3101,30,105,Medium
1990,CS3102,14,94,High
1991,CS3103,16,94,High
1992,CS3104,17,105,High
1993,CS3105,21,105,Medium
1994,CS3106,18,104,High
1995,CS3107,17,101,High
1996,CS3108,16,101,High
1997,CS3109,20,104,Medium
1998,CS3110,19,104,High
1999,CS3111,21,105,Medium
2000,CS3112,20,105,Medium
2001,CS3113,12,102,High
2002,CS3114,18,94,High
2003,CS3115,15,105,High
2004,CS3116,25,105,Medium
2005,CS3117,23,102,Medium
2006,CS3118,22,105,Medium
2007,CS3119,22,105,Medium
2008,CS3120,12,100,High
2009,CS3121,23,105,Medium
2010,CS3122,23,104,Medium
2011,CS3123,23,100,Medium
2012,CS3124,19,100,High
2013,CS3125,14,104,High
2014,CS3126,20,105,Medium
2015,CS3127,26,99,Medium
2016,CS3128,23,100,Medium
2017,CS3129,27,105,Medium
2018,CS3130,24,105,Medium
2019,CS3131,28,104,Medium
2020,CS3132,22,103,Medium
2021,CS3133,14,91,High
2022,CS3134,19,105,High
2023,CS3135,16,97,High
2024,CS3136,24,105,Medium
2025,CS3137,17,105,High
2026,CS3138,16,91,High
2027,CS3139,23,105,Medium
2028,CS3140,12,103,High
2029,CS3141,25,105,Medium
2030,CS3142,19,105,High
2031,CS3143,23,104,Medium
2032,CS3144,25,104,Medium
2033,CS3145,21,105,Medium
2034,CS3146,18,101,High
2035,CS3147,17,101,High
2036,CS3148,20,103,Medium
2037,CS3149,12,104,High
2038,CS3150,16,100,High
2039,CS3151,18,104,High
2040,CS3152,15,100,High
2041,CS3153,18,105,High
2042,CS3154,22,100,Medium
2043,CS3155,25,105,Medium
2044,CS3156,24,102,Medium
2045,CS3157,22,105,Medium
2046,CS3158,17,98,High
2047,CS3159,20,105,Medium
2048,CS3160,16,103,High
2049,CS3161,18,95,High
2050,CS3162,17,83,Low
2051,CS3163,31,105,Medium
2052,CS3164,29,103,Medium
2053,CS3165,30,105,Medium
2054,CS3166,25,100,Medium
2055,CS3167,18,103,High
2056,CS3168,14,96,High
2057,CS3169,14,105,High
2058,CS3170,18,98,High
2059,CS3171,16,104,High
2060,CS3172,22,102,Medium
2061,CS3173,17,104,High
2062,CS3174,23,105,Medium
2063,CS3175,13,101,High
2064,CS3176,16,94,High
2065,CS3177,18,102,High
2066,CS3178,21,105,Medium
2067,CS3179,24,103,Medium
2068,CS3180,25,104,Medium
2069,CS3181,22,105,Medium
2070,CS3182,25,103,Medium
2071,CS3183,21,99,High
2072,CS3184,20,102,High
2073,CS3185,13,105,High
2074,CS3186,21,105,Medium
2075,CS3187,21,103,Medium
2076,CS3188,18,101,High
2077,CS3189,24,104,Medium
2078,CS3190,23,105,Medium
2079,CS3191,23,102,Medium
2080,CS3192,12,96,High
2081,CS3193,19,103,High
2082,CS3194,22,100,Medium
2083,CS3195,27,105,Medium
2084,CS3196,22,101,Medium
2085,CS3197,16,105,High
2086,CS3198,24,104,Medium
2087,CS3199,24,104,Medium
2088,CS3200,14,105,High
2089,CS3201,26,105,Medium
2090,CS3202,21,104,Medium
2091,CS3203,18,105,High
2092,CS3204,19,102,High
2093,CS3205,23,100,Medium
2094,CS3206,18,99,High
2095,CS3207,20,97,High
2096,CS3208,15,105,High
2097,CS3209,23,96,Medium
2098,CS3210,24,104,Medium
2099,CS3211,11,97,High
2100,CS3212,21,103,Medium
2101,CS3213,24,89,Medium
2102,CS3214,21,94,High
2103,CS3215,16,104,High
2104,CS3216,22,101,Medium
2105,CS3217,19,105,High
2106,CS3218,22,105,Medium
2107,CS3219,23,105,Medium
2108,CS3220,20,105,Medium
2109,CS3221,28,103,Medium
2110,CS3222,25,103,Medium
2111,CS3223,24,102,Medium
2112,CS3224,26,100,Medium
2113,CS3225,16,104,High
2114,CS3226,17,102,High
2115,CS3227,21,105,Medium
2116,CS3228,28,105,Medium
2117,CS3229,27,104,Medium
2118,CS3230,19,100,High
2119,CS3231,19,103,High
2120,CS3232,21,101,Medium
2121,CS3233,16,105,High
2122,CS3234,26,97,Medium
2123,CS3235,13,95,High
2124,CS3236,15,102,High
2125,CS3237,22,105,Medium
2126,CS3238,21,101,Medium
2127,CS3239,13,88,Low
2128,CS3240,16,105,High
2129,CS3241,17,104,High
2130,CS3242,24,100,Medium
2131,CS3243,18,105,High
2132,CS3244,15,102,High
2133,CS3245,20,104,Medium
2134,CS3246,15,102,High
2135,CS3247,21,104,Medium
2136,CS3248,14,86,Low
2137,CS3249,28,101,Medium
2138,CS3250,18,105,High
2139,CS3251,18,92,High
2140,CS3252,15,102,High
2141,CS3253,19,105,High
2142,CS3254,21,101,Medium
2143,CS3255,19,99,High
2144,CS3256,20,103,Medium
2145,CS3257,16,98,High
2146,CS3258,20,95,High
2147,CS3259,23,105,Medium
2148,CS3260,21,105,Medium
2149,CS3261,16,97,High
2150,CS3262,22,102,Medium
2151,CS3263,20,104,Medium
2152,CS3264,17,105,High
2153,CS3265,20,104,Medium
2154,CS3266,16,105,High
2155,CS3267,20,105,Medium
2156,CS3268,22,105,Medium
2157,CS3269,13,105,High
2158,CS3270,33,104,Medium
2159,CS3271,26,102,Medium
2160,CS3272,19,105,High
2161,CS3273,18,105,High
2162,CS3274,26,105,Medium
2163,CS3275,18,99,High
2164,CS3276,24,103,Medium
2165,CS3277,20,100,High
2166,CS3278,27,100,Medium
2167,CS3279,21,99,High
2168,CS3280,18,102,High
2169,CS3281,15,80,Low
2170,CS3282,17,103,High
2171,CS3283,20,96,High
2172,CS3284,17,102,High
2173,CS3285,21,105,Medium
2174,CS3286,18,105,High
2175,CS3287,19,105,High
2176,CS3288,21,98,High
2177,CS3289,26,101,Medium
2178,CS3290,23,104,Medium
2179,CS3291,26,104,Medium
2180,CS3292,21,105,Medium
2181,CS3293,14,102,High
2182,CS3294,18,103,High
2183,CS3295,23,104,Medium
2184,CS3296,24,101,Medium
2185,CS3297,15,98,High
2186,CS3298,23,96,Medium
2187,CS3299,23,103,Medium
2188,CS3300,16,92,High
2189,CS3301,25,100,Medium
2190,CS3302,24,104,Medium
2191,CS3303,13,89,High
2192,CS3304,24,102,Medium
2193,CS3305,23,104,Medium
2194,CS3306,14,104,High
2195,CS3307,13,105,High
2196,CS3308,14,101,High
2197,CS3309,16,105,High
2198,CS3310,22,105,Medium
2199,CS3311,26,105,Medium
2200,CS3312,13,103,High
2201,CS3313,23,104,Medium
2202,CS3314,15,96,High
2203,CS3315,26,102,Medium
2204,CS3316,16,95,High
2205,CS3317,8,89,High
2206,CS3318,19,105,High
2207,CS3319,14,98,High
2208,CS3320,14,103,High
2209,CS3321,22,103,Medium
2210,CS3322,23,105,Medium
2211,CS3323,17,98,High
2212,CS3324,27,104,Medium
2213,CS3325,19,105,High
2214,CS3326,23,105,Medium
2215,CS3327,26,105,Medium
2216,CS3328,18,102,High
2217,CS3329,18,104,High
2218,CS3330,23,102,Medium
2219,CS3331,16,102,High
2220,CS3332,18,105,High
2221,CS3333,18,104,High
2222,CS3334,20,93,High
2223,CS3335,22,98,Medium
2224,CS3336,17,102,High
2225,CS3337,25,94,Medium
2226,CS3338,16,104,High
2227,CS3339,26,104,Medium
2228,CS3340,21,100,Medium
2229,CS3341,15,105,High
2230,CS3342,18,105,High
2231,CS3343,24,104,Medium
2232,CS3344,11,105,High
2233,CS3345,19,105,High
2234,CS3346,18,102,High
2235,CS3347,19,103,High
2236,CS3348,28,104,Medium
2237,CS3349,20,105,Medium
2238,CS3350,18,105,High
2239,CS3351,20,99,High
2240,CS3352,16,104,High
2241,CS3353,26,105,Medium
2242,CS3354,16,95,High
2243,CS3355,30,105,Medium
2244,CS3356,31,103,Medium
2245,CS3357,22,105,Medium
2246,CS3358,23,103,Medium
2247,CS3359,25,99,Medium
2248,CS3360,22,104,Medium
2249,CS3361,17,101,High
2250,CS3362,30,104,Medium
2251,CS3363,23,104,Medium
2252,CS3364,15,103,High
2253,CS3365,23,105,Medium
2254,CS3366,24,105,Medium
2255,CS3367,16,105,High
2256,CS3368,26,103,Medium
2257,CS3369,25,99,Medium
2258,CS3370,9,98,High
2259,CS3371,25,103,Medium
2260,CS3372,23,103,Medium
2261,CS3373,25,102,Medium
2262,CS3374,18,101,High
2263,CS3375,18,103,High
2264,CS3376,18,95,High
2265,CS3377,23,105,Medium
2266,CS3378,10,100,High
2267,CS3379,14,105,High
2268,CS3380,15,105,High
2269,CS3381,14,98,High
2270,CS3382,24,100,Medium
2271,CS3383,26,105,Medium
2272,CS3384,21,103,Medium
2273,CS3385,13,92,High
2274,CS3386,20,105,Medium
2275,CS3387,13,102,High
2276,CS3388,22,103,Medium
2277,CS3389,16,105,High
2278,CS3390,17,101,High
2279,CS3391,19,105,High
2280,CS3392,16,105,High
2281,CS3393,14,95,High
2282,CS3394,17,105,High
2283,CS3395,11,102,High
2284,CS3396,17,87,Low
2285,CS3397,20,102,High
2286,CS3398,21,102,Medium
2287,CS3399,17,104,High
2288,CS3400,24,101,Medium
2289,CS3401,20,93,High
2290,CS3402,18,103,High
2291,CS3403,22,103,Medium
2292,CS3404,21,105,Medium
2293,CS3405,12,96,High
2294,CS3406,23,104,Medium
2295,CS3407,15,97,High
2296,CS3408,21,105,Medium
2297,CS3409,27,103,Medium
2298,CS3410,26,100,Medium
2299,CS3411,21,101,Medium
2300,CS3412,18,101,High
2301,CS3413,13,105,High
2302,CS3414,28,105,Medium
2303,CS3415,22,105,Medium
2304,CS3416,20,102,High
2305,CS3417,29,105,Medium
2306,CS3418,17,105,High
2307,CS3419,22,104,Medium
2308,CS3420,28,104,Medium
2309,CS3421,24,102,Medium
2310,CS3422,14,96,High
2311,CS3423,17,103,High
2312,CS3424,17,99,High
2313,CS3425,20,104,Medium
2314,CS3426,28,105,Medium
2315,CS3427,16,104,High
2316,CS3428,22,102,Medium
2317,CS3429,22,104,Medium
2318,CS3430,15,104,High
2319,CS3431,22,105,Medium
2320,CS3432,16,104,High
2321,CS3433,20,99,High
2322,CS3434,21,105,Medium
2323,CS3435,16,97,High
2324,CS3436,17,104,High
2325,CS3437,17,105,High
2326,CS3438,17,99,High
2327,CS3439,21,102,Medium
2328,CS3440,29,103,Medium
2329,CS3441,26,103,Medium
2330,CS3442,26,103,Medium
2331,CS3443,16,95,High
2332,CS3444,20,105,Medium
2333,CS3445,13,100,High
2334,CS3446,12,102,High
2335,CS3447,24,104,Medium
2336,CS3448,21,102,Medium
2337,CS3449,16,100,High
2338,CS3450,23,103,Medium
2339,CS3451,23,103,Medium
2340,CS3452,24,105,Medium
2341,CS3453,25,101,Medium
2342,CS3454,21,105,Medium
2343,CS3455,21,105,Medium
2344,CS3456,23,103,Medium
2345,CS3457,14,104,High
2346,CS3458,18,100,High
2347,CS3459,21,96,High
2348,CS3460,19,105,High
2349,CS3461,15,103,High
2350,CS3462,24,102,Medium
2351,CS3463,21,101,Medium
2352,CS3464,20,102,High
2353,CS3465,20,96,High
2354,CS3466,21,105,Medium
2355,CS3467,12,103,High
2356,CS3468,24,103,Medium
2357,CS3469,22,104,Medium
2358,CS3470,30,102,Medium
2359,CS3471,21,103,Medium
2360,CS3472,17,99,High
2361,CS3473,20,96,High
2362,CS3474,17,105,High
2363,CS3475,25,105,Medium
2364,CS3476,18,103,High
2365,CS3477,31,101,Medium
2366,CS3478,21,104,Medium
2367,CS3479,14,96,High
2368,CS3480,27,103,Medium
2369,CS3481,24,104,Medium
2370,CS3482,17,100,High
2371,CS3483,29,93,Medium
2372,CS3484,13,98,High
2373,CS3485,25,104,Medium
2374,CS3486,16,105,High
2375,CS3487,9,94,High
2376,CS3488,22,104,Medium
2377,CS3489,19,104,High
2378,CS3490,18,87,Low
2379,CS3491,18,101,High
2380,CS3492,26,95,Medium
2381,CS3493,20,100,High
2382,CS3494,15,104,High
2383,CS3495,19,90,High
2384,CS3496,16,101,High
2385,CS3497,11,101,High
2386,CS3498,22,105,Medium
2387,CS3499,21,99,High
2388,CS3500,21,103,Medium
2389,CS3501,27,104,Medium
2390,CS3502,17,104,High
2391,CS3503,17,97,High
2392,CS3504,30,102,Medium
2393,CS3505,23,101,Medium
2394,CS3506,14,103,High
2395,CS3507,15,103,High
2396,CS3508,20,96,High
2397,CS3509,28,104,Medium
2398,CS3510,23,105,Medium
2399,CS3511,20,103,Medium
2400,CS3512,16,103,High
2401,CS3513,15,102,High
2402,CS3514,20,104,Medium
2403,CS3515,25,103,Medium
2404,CS3516,14,103,High
2405,CS3517,24,104,Medium
2406,CS3518,25,101,Medium
2407,CS3519,22,105,Medium
2408,CS3520,24,102,Medium
2409,CS3521,21,105,Medium
2410,CS3522,11,104,High
2411,CS3523,17,103,High
2412,CS3524,22,105,Medium
2413,CS3525,17,101,High
2414,CS3526,24,93,Medium
2415,CS3527,17,100,High
2416,CS3528,21,105,Medium
2417,CS3529,21,105,Medium
2418,CS3530,30,105,Medium
2419,CS3531,22,105,Medium
2420,CS3532,14,104,High
2421,CS3533,19,104,High
2422,CS3534,15,100,High
2423,CS3535,19,105,High
2424,CS3536,21,105,Medium
2425,CS3537,15,93,High
2426,CS3538,12,104,High
2427,CS3539,19,104,High
2428,CS3540,23,105,Medium
2429,CS3541,26,102,Medium
2430,CS3542,21,103,Medium
2431,CS3543,24,99,Medium
2432,CS3544,20,103,Medium
2433,CS3545,20,105,Medium
2434,CS3546,16,105,High
2435,CS3547,21,96,High
2436,CS3548,19,105,High
2437,CS3549,19,97,High
2438,CS3550,20,104,Medium
2439,CS3551,18,103,High
2440,CS3552,21,104,Medium
2441,CS3553,14,105,High
2442,CS3554,17,103,High
2443,CS3555,18,104,High
2444,CS3556,13,95,High
2445,CS3557,24,104,Medium
2446,CS3558,20,105,Medium
2447,CS3559,23,104,Medium
2448,CS3560,20,103,Medium
2449,CS3561,28,105,Medium
2450,CS3562,16,104,High
2451,CS3563,21,102,Medium
2452,CS3564,20,97,High
2453,CS3565,13,102,High
2454,CS3566,21,105,Medium
2455,CS3567,15,105,High
2456,CS3568,26,100,Medium
2457,CS3569,23,99,Medium
2458,CS3570,23,95,Medium
2459,CS3571,19,99,High
2460,CS3572,19,95,High
2461,CS3573,13,105,High
2462,CS3574,22,96,Medium
2463,CS3575,16,103,High
2464,CS3576,20,104,Medium
2465,CS3577,20,102,High
2466,CS3578,16,102,High
2467,CS3579,24,98,Medium
2468,CS3580,19,101,High
2469,CS3581,20,103,Medium
2470,CS3582,20,105,Medium
2471,CS3583,17,96,High
2472,CS3584,20,104,Medium
2473,CS3585,15,103,High
2474,CS3586,23,104,Medium
2475,CS3587,21,105,Medium
2476,CS3588,25,103,Medium
2477,CS3589,20,100,High
2478,CS3590,16,104,High
2479,CS3591,28,105,Medium
2480,CS3592,27,105,Medium
2481,CS3593,23,104,Medium
2482,CS3594,26,104,Medium
2483,CS3595,19,105,High
2484,CS3596,22,103,Medium
2485,CS3597,23,104,Medium
2486,CS3598,20,95,High
2487,CS3599,20,103,Medium
2488,CS3600,17,95,High
2489,CS3601,11,101,High
2490,CS3602,20,103,Medium
2491,CS3603,16,101,High
2492,CS3604,19,96,High
2493,CS3605,16,103,High
2494,CS3606,16,104,High
2495,CS3607,20,101,High
2496,CS3608,17,93,High
2497,CS3609,18,104,High
2498,CS3610,28,100,Medium
2499,CS3611,22,105,Medium
2500,CS3612,26,101,Medium
2501,CS3613,18,105,High
2502,CS3614,20,95,High
2503,CS3615,31,100,Medium
2504,CS3616,15,100,High
2505,CS3617,22,101,Medium
2506,CS3618,23,104,Medium
2507,CS3619,25,105,Medium
2508,CS3620,22,105,Medium
2509,CS3621,28,97,Medium
2510,CS3622,24,104,Medium
2511,CS3623,22,102,Medium
2512,CS3624,23,103,Medium
2513,CS3625,16,104,High
2514,CS3626,23,105,Medium
2515,CS3627,19,98,High
2516,CS3628,21,103,Medium
2517,CS3629,20,103,Medium
2518,CS3630,25,105,Medium
2519,CS3631,22,101,Medium
2520,CS3632,27,103,Medium
2521,CS3633,17,104,High
2522,CS3634,15,99,High
2523,CS3635,22,101,Medium
2524,CS3636,14,88,Low
2525,CS3637,25,101,Medium
2526,CS3638,13,99,High
2527,CS3639,20,100,High
2528,CS3640,17,103,High
2529,CS3641,21,105,Medium
2530,CS3642,14,103,High
2531,CS3643,18,96,High
2532,CS3644,18,103,High
2533,CS3645,27,105,Medium
2534,CS3646,22,101,Medium
2535,CS3647,19,94,High
2536,CS3648,17,102,High
2537,CS3649,21,104,Medium
2538,CS3650,20,105,Medium
2539,CS3651,18,103,High
2540,CS3652,19,105,High
2541,CS3653,22,101,Medium
2542,CS3654,19,103,High
2543,CS3655,22,104,Medium
2544,CS3656,17,104,High
2545,CS3657,22,98,Medium
2546,CS3658,27,105,Medium
2547,CS3659,21,104,Medium
2548,CS3660,16,103,High
2549,CS3661,24,105,Medium
2550,CS3662,23,105,Medium
2551,CS3663,17,103,High
2552,CS3664,20,105,Medium
2553,CS3665,14,99,High
2554,CS3666,19,105,High
2555,CS3667,19,104,High
2556,CS3668,17,102,High
2557,CS3669,15,101,High
2558,CS3670,20,104,Medium
2559,CS3671,21,105,Medium
2560,CS3672,20,105,Medium
2561,CS3673,24,104,Medium
2562,CS3674,17,101,High
2563,CS3675,17,102,High
2564,CS3676,20,104,Medium
2565,CS3677,12,97,High
2566,CS3678,18,101,High
2567,CS3679,20,95,High
2568,CS3680,13,105,High
2569,CS3681,21,94,High
2570,CS3682,19,98,High
2571,CS3683,21,103,Medium
2572,CS3684,15,98,High
2573,CS3685,24,102,Medium
2574,CS3686,19,104,High
2575,CS3687,15,105,High
2576,CS3688,27,104,Medium
2577,CS3689,21,105,Medium
2578,CS3690,19,101,High
2579,CS3691,15,94,High
2580,CS3692,25,104,Medium
2581,CS3693,16,105,High
2582,CS3694,19,102,High
2583,CS3695,24,104,Medium
2584,CS3696,21,104,Medium
2585,CS3697,21,105,Medium
2586,CS3698,14,102,High
2587,CS3699,24,100,Medium
2588,CS3700,11,104,High
2589,CS3701,16,105,High
2590,CS3702,30,105,Medium
2591,CS3703,19,103,High
2592,CS3704,17,97,High
2593,CS3705,23,97,Medium
2594,CS3706,29,105,Medium
2595,CS3707,18,102,High
2596,CS3708,20,102,High
2597,CS3709,15,104,High
2598,CS3710,22,98,Medium
2599,CS3711,24,105,Medium
2600,CS3712,20,101,High
2601,CS3713,25,100,Medium
2602,CS3714,22,103,Medium
2603,CS3715,19,103,High
2604,CS3716,14,99,High
2605,CS3717,11,84,Low
2606,CS3718,21,103,Medium
2607,CS3719,18,101,High
2608,CS3720,17,104,High
2609,CS3721,29,103,Medium
2610,CS3722,13,101,High
2611,CS3723,19,104,High
2612,CS3724,18,102,High
2613,CS3725,14,104,High
2614,CS3726,27,105,Medium
2615,CS3727,25,105,Medium
2616,CS3728,15,99,High
2617,CS3729,22,102,Medium
2618,CS3730,17,103,High
2619,CS3731,16,98,High
2620,CS3732,18,105,High
2621,CS3733,22,101,Medium
2622,CS3734,20,100,High
2623,CS3735,25,104,Medium
2624,CS3736,20,105,Medium
2625,CS3737,15,105,High
2626,CS3738,19,88,High
2627,CS3739,25,101,Medium
2628,CS3740,17,101,High
2629,CS3741,19,102,High
2630,CS3742,21,99,High
2631,CS3743,19,102,High
2632,CS3744,22,103,Medium
2633,CS3745,17,105,High
2634,CS3746,19,105,High
2635,CS3747,20,104,Medium
2636,CS3748,13,92,High
2637,CS3749,23,105,Medium
2638,CS3750,17,105,High
2639,CS3751,21,103,Medium
2640,CS3752,26,105,Medium
2641,CS3753,20,104,Medium
2642,CS3754,25,102,Medium
2643,CS3755,22,105,Medium
2644,CS3756,19,102,High
2645,CS3757,22,104,Medium
2646,CS3758,22,103,Medium
2647,CS3759,23,104,Medium
2648,CS3760,22,92,High
2649,CS3761,24,104,Medium
2650,CS3762,22,102,Medium
2651,CS3763,15,104,High
2652,CS3764,16,90,High
2653,CS3765,17,96,High
2654,CS3766,7,105,High
2655,CS3767,21,98,High
2656,CS3768,21,105,Medium
2657,CS3769,22,101,Medium
2658,CS3770,28,104,Medium
2659,CS3771,24,105,Medium
2660,CS3772,18,100,High
2661,CS3773,21,103,Medium
2662,CS3774,18,105,High
2663,CS3775,26,104,Medium
2664,CS3776,23,105,Medium
2665,CS3777,22,105,Medium
2666,CS3778,31,103,Medium
2667,CS3779,20,103,Medium
2668,CS3780,13,97,High
2669,CS3781,12,97,High
2670,CS3782,14,101,High
2671,CS3783,19,104,High
2672,CS3784,18,101,High
2673,CS3785,21,104,Medium
2674,CS3786,18,100,High
2675,CS3787,22,103,Medium
2676,CS3788,22,93,High
2677,CS3789,20,104,Medium
2678,CS3790,19,105,High
2679,CS3791,25,104,Medium
2680,CS3792,13,104,High
2681,CS3793,27,98,Medium
2682,CS3794,25,99,Medium
2683,CS3795,26,103,Medium
2684,CS3796,19,102,High
2685,CS3797,19,101,High
2686,CS3798,19,104,High
2687,CS3799,36,105,Medium
2688,CS3800,16,94,High
2689,CS3801,20,102,High
2690,CS3802,25,100,Medium
2691,CS3803,14,96,High
2692,CS3804,21,105,Medium
2693,CS3805,35,104,Medium
2694,CS3806,14,104,High
2695,CS3807,20,105,Medium
2696,CS3808,26,105,Medium
2697,CS3809,21,101,Medium
2698,CS3810,14,103,High
2699,CS3811,18,105,High
2700,CS3812,26,102,Medium
2701,CS3813,24,105,Medium
2702,CS3814,17,105,High
2703,CS3815,14,99,High
2704,CS3816,19,98,High
2705,CS3817,29,104,Medium
2706,CS3818,18,102,High
2707,CS3819,27,105,Medium
2708,CS3820,20,103,Medium
2709,CS3821,30,105,Medium
2710,CS3822,29,103,Medium
2711,CS3823,24,103,Medium
2712,CS3824,22,96,Medium
2713,CS3825,17,98,High
2714,CS3826,24,103,Medium
2715,CS3827,21,102,Medium
2716,CS3828,28,103,Medium
2717,CS3829,19,105,High
2718,CS3830,21,105,Medium
2719,CS3831,20,98,High
2720,CS3832,21,98,High
2721,CS3833,19,104,High
2722,CS3834,23,104,Medium
2723,CS3835,9,105,High
2724,CS3836,22,102,Medium
2725,CS3837,11,102,High
2726,CS3838,18,101,High
2727,CS3839,29,105,Medium
2728,CS3840,25,101,Medium
2729,CS3841,20,93,High
2730,CS3842,29,105,Medium
2731,CS3843,18,104,High
2732,CS3844,22,102,Medium
2733,CS3845,17,103,High
2734,CS3846,18,91,High
2735,CS3847,20,97,High
2736,CS3848,23,104,Medium
2737,CS3849,20,98,High
2738,CS3850,19,105,High
2739,CS3851,28,99,Medium
2740,CS3852,20,96,High
2741,CS3853,19,105,High
2742,CS3854,18,105,High
2743,CS3855,16,100,High
2744,CS3856,14,105,High
2745,CS3857,19,104,High
2746,CS3858,15,103,High
2747,CS3859,19,102,High
2748,CS3860,21,105,Medium
2749,CS3861,16,102,High
2750,CS3862,22,104,Medium
2751,CS3863,23,102,Medium
2752,CS3864,25,104,Medium
2753,CS3865,17,105,High
2754,CS3866,17,103,High
2755,CS3867,15,90,High
2756,CS3868,24,102,Medium
2757,CS3869,22,103,Medium
2758,CS3870,14,105,High
2759,CS3871,21,99,High
2760,CS3872,17,101,High
2761,CS3873,17,103,High
2762,CS3874,21,105,Medium
2763,CS3875,22,98,Medium
2764,CS3876,29,105,Medium
2765,CS3877,22,98,Medium
2766,CS3878,14,101,High
2767,CS3879,24,102,Medium
2768,CS3880,22,105,Medium
2769,CS3881,20,103,Medium
2770,CS3882,19,105,High
2771,CS3883,21,102,Medium
2772,CS3884,24,99,Medium
2773,CS3885,28,105,Medium
2774,CS3886,19,104,High
2775,CS3887,18,103,High
2776,CS3888,20,101,High
2777,CS3889,21,103,Medium
2778,CS3890,20,102,High
2779,CS3891,21,103,Medium
2780,CS3892,13,105,High
2781,CS3893,18,104,High
2782,CS3894,23,102,Medium
2783,CS3895,25,104,Medium
2784,CS3896,18,97,High
2785,CS3897,30,105,Medium
2786,CS3898,22,102,Medium
2787,CS3899,17,105,High
2788,CS3900,30,105,Medium
2789,CS3901,17,102,High
2790,CS3902,16,104,High
2791,CS3903,21,103,Medium
2792,CS3904,24,105,Medium
2793,CS3905,13,98,High
2794,CS3906,18,103,High
2795,CS3907,24,105,Medium
2796,CS3908,20,105,Medium
2797,CS3909,28,104,Medium
2798,CS3910,20,100,High
2799,CS3911,31,105,Medium
2800,CS3912,20,95,High
2801,CS3913,17,105,High
2802,CS3914,21,104,Medium
2803,CS3915,18,105,High
2804,CS3916,15,104,High
2805,CS3917,22,100,Medium
2806,CS3918,27,102,Medium
2807,CS3919,21,105,Medium
2808,CS3920,17,105,High
2809,CS3921,17,104,High
2810,CS3922,11,103,High
2811,CS3923,21,98,High
2812,CS3924,28,101,Medium
2813,CS3925,19,100,High
2814,CS3926,20,104,Medium
2815,CS3927,26,103,Medium
2816,CS3928,24,104,Medium
2817,CS3929,22,101,Medium
2818,CS3930,17,100,High
2819,CS3931,10,85,Low
2820,CS3932,20,101,High
2821,CS3933,24,103,Medium
2822,CS3934,22,105,Medium
2823,CS3935,23,104,Medium
2824,CS3936,21,104,Medium
2825,CS3937,16,104,High
2826,CS3938,15,105,High
2827,CS3939,20,99,High
2828,CS3940,16,101,High
2829,CS3941,23,103,Medium
2830,CS3942,21,99,High
2831,CS3943,22,104,Medium
2832,CS3944,18,105,High
2833,CS3945,18,105,High
2834,CS3946,24,89,Medium
2835,CS3947,23,102,Medium
2836,CS3948,28,103,Medium
2837,CS3949,14,105,High
2838,CS3950,19,105,High
2839,CS3951,17,105,High
2840,CS3952,18,103,High
2841,CS3953,23,104,Medium
2842,CS3954,23,104,Medium
2843,CS3955,17,105,High
2844,CS3956,22,105,Medium
2845,CS3957,19,104,High
2846,CS3958,23,103,Medium
2847,CS3959,19,105,High
2848,CS3960,19,105,High
2849,CS3961,20,103,Medium
2850,CS3962,16,105,High
2851,CS3963,23,103,Medium
2852,CS3964,25,105,Medium
2853,CS3965,14,104,High
2854,CS3966,21,105,Medium
2855,CS3967,16,102,High
2856,CS3968,23,104,Medium
2857,CS3969,22,90,High
2858,CS3970,20,105,Medium
2859,CS3971,20,97,High
2860,CS3972,27,105,Medium
2861,CS3973,15,102,High
2862,CS3974,17,103,High
2863,CS3975,32,102,Medium
2864,CS3976,15,100,High
